"HOUSEHOLD DATA
ANNUAL AVERAGES
11.  Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity",,,,,,
Commercial divers,2,–,–,–,–,–
Locksmiths and safe repairers,32,–,–,–,–,–
Manufactured building and mobile home installers,5,–,–,–,–,–
Riggers,12,–,–,–,–,–
Signal and track switch repairers,7,–,–,–,–,–
"Helpers--installation, maintenance, and repair workers",19,–,–,–,–,–
"Other installation, maintenance, and repair workers",179,8.0,88.4,8.1,0.9,27.1
,,,,,,
"Production, transportation, and material moving occupations","18,628",23.0,74.2,16.9,5.0,23.0
Production occupations,"8,565",28.6,76.6,13.3,6.0,23.1
First-line supervisors of production and operating workers,844,21.3,80.3,12.2,3.8,17.2
"Aircraft structure, surfaces, rigging, and systems assemblers",8,–,–,–,–,–
"Electrical, electronics, and electromechanical assemblers",101,50.4,64.5,8.0,20.2,20.1
Engine and other machine assemblers,9,–,–,–,–,–
Structural metal fabricators and fitters,25,–,–,–,–,–
Miscellaneous assemblers and fabricators,"1,001",36.4,67.0,19.7,9.6,21.7
Bakers,228,60.4,74.0,11.7,9.6,30.7
"Butchers and other meat, poultry, and fish processing workers",297,26.9,71.2,17.1,6.2,37.3
"Food and tobacco roasting, baking, and drying machine operators and tenders",17,–,–,–,–,–
Food batchmakers,82,62.7,87.9,7.3,1.6,36.2
Food cooking machine operators and tenders,3,–,–,–,–,–
"Food processing workers, all other",147,33.8,72.1,18.1,7.0,38.8
Computer control programmers and operators,108,3.7,87.0,6.6,5.0,11.4
"Extruding and drawing machine setters, operators, and tenders, metal and plastic",13,–,–,–,–,–
"Forging machine setters, operators, and tenders, metal and plastic",7,–,–,–,–,–
"Rolling machine setters, operators, and tenders, metal and plastic",13,–,–,–,–,–
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",70,15.8,75.2,17.3,0.3,13.9
"Drilling and boring machine tool setters, operators, and tenders, metal 	and plastic",6,–,–,–,–,–
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",44,–,–,–,–,–
"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",6,–,–,–,–,–
"Milling and planing machine setters, operators, and tenders, metal and plastic",5,–,–,–,–,–
Machinists,375,5.6,84.8,7.0,4.9,11.5
"Metal furnace operators, tenders, pourers, and casters",23,–,–,–,–,–
"Model makers and patternmakers, metal and plastic",5,–,–,–,–,–
"Molders and molding machine setters, operators, and tenders, metal and plastic",45,–,–,–,–,–
"Multiple machine tool setters, operators, and tenders, metal and plastic",2,–,–,–,–,–
Tool and die makers,55,4.8,95.1,3.7,0.3,3.4
"Welding, soldering, and brazing workers",592,5.3,85.3,8.8,2.3,22.8
"Heat treating equipment setters, operators, and tenders, metal and plastic",4,–,–,–,–,–
"Layout workers, metal and plastic",10,–,–,–,–,–
"Plating and coating machine setters, operators, and tenders, metal and plastic",13,–,–,–,–,–
"Tool grinders, filers, and sharpeners",1,–,–,–,–,–
"Metal workers and plastic workers, all other",392,19.5,72.0,14.5,8.2,26.0
Prepress technicians and workers,27,–,–,–,–,–
Printing press operators,133,22.1,84.3,7.2,4.0,23.1
Print binding and finishing workers,14,–,–,–,–,–
Laundry and dry-cleaning workers,134,75.4,55.9,25.1,12.2,37.9
"Pressers, textile, garment, and related materials",28,–,–,–,–,–
Sewing machine operators,179,72.4,69.3,11.0,15.3,35.4
Shoe and leather workers and repairers,7,–,–,–,–,–
Shoe machine operators and tenders,5,–,–,–,–,–
"Tailors, dressmakers, and sewers",86,75.4,66.3,9.5,23.7,20.9
Textile bleaching and dyeing machine operators and tenders,2,–,–,–,–,–
"Textile cutting machine setters, operators, and tenders",4,–,–,–,–,–
"Textile knitting and weaving machine setters, operators, and tenders",9,–,–,–,–,–
"Textile winding, twisting, and drawing out machine setters, operators, and tenders",10,–,–,–,–,–
"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",1,–,–,–,–,–
Fabric and apparel patternmakers,0,–,–,–,–,–
Upholsterers,30,–,–,–,–,–
"Textile, apparel, and furnishings workers, all other",13,–,–,–,–,–
Cabinetmakers and bench carpenters,65,8.0,88.2,7.7,1.1,21.3
Furniture finishers,18,–,–,–,–,–
"Model makers and patternmakers, wood",0,–,–,–,–,–
"Sawing machine setters, operators, and tenders, wood",33,–,–,–,–,–
"Woodworking machine setters, operators, and tenders, except sawing",12,–,–,–,–,–
"Woodworkers, all other",23,–,–,–,–,–
"Power plant operators, distributors, and dispatchers",43,–,–,–,–,–
Stationary engineers and boiler operators,52,3.0,84.3,5.2,5.5,9.8
Water and wastewater treatment plant and system operators,110,8.0,84.6,8.4,3.5,9.7
Miscellaneous plant and system operators,51,4.9,83.2,11.6,3.9,14.7
"Chemical processing machine setters, operators, and tenders",73,11.1,86.8,11.0,1.0,8.1
"Crushing, grinding, polishing, mixing, and blending workers",90,7.5,80.8,11.4,1.9,26.1
Cutting workers,60,12.7,78.3,18.8,2.5,25.2
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",27,–,–,–,–,–
"Furnace, kiln, oven, drier, and kettle operators and tenders",17,–,–,–,–,–
"Inspectors, testers, sorters, samplers, and weighers",802,35.6,77.6,11.5,5.4,17.5
Jewelers and precious stone and metal workers,40,–,–,–,–,–
"Medical, dental, and ophthalmic laboratory technicians",91,60.0,81.8,4.6,10.5,17.7
Packaging and filling machine operators and tenders,262,54.6,68.8,20.4,6.3,37.3
Painting workers,171,10.6,81.5,13.0,1.8,41.8
Photographic process workers and processing machine operators,13,–,–,–,–,–
Semiconductor processors,0,–,–,–,–,–
Adhesive bonding machine operators and tenders,10,–,–,–,–,–
"Cleaning, washing, and metal pickling equipment operators and tenders",2,–,–,–,–,–
Cooling and freezing equipment operators and tenders,2,–,–,–,–,–
Etchers and engravers,8,–,–,–,–,–
"Molders, shapers, and casters, except metal and plastic",31,–,–,–,–,–
"Paper goods machine setters, operators, and tenders",24,–,–,–,–,–
Tire builders,8,–,–,–,–,–
Helpers--production workers,54,32.6,74.9,17.2,4.0,30.3
"Production workers, all other","1,141",28.6,73.8,16.1,5.7,24.6
Transportation and material moving occupations,"10,063",18.2,72.2,20.0,4.1,22.9
Supervisors of transportation and material moving workers,206,21.5,72.2,19.4,6.7,20.3
Aircraft pilots and flight engineers,141,7.5,93.7,2.6,3.4,2.2
Air traffic controllers and airfield operations specialists,43,–,–,–,–,–
Flight attendants,110,81.3,73.7,17.5,5.4,15.3
"Ambulance drivers and attendants, except emergency medical technicians",15,–,–,–,–,–
Bus drivers,546,45.3,67.2,27.0,3.1,15.0
Driver/sales workers and truck drivers,"3,608",6.7,75.2,18.1,2.9,20.5
Taxi drivers and chauffeurs,790,16.8,55.5,29.5,13.1,23.6
"Motor vehicle operators, all other",66,17.2,83.6,10.6,5.5,18.6
Locomotive engineers and operators,42,–,–,–,–,–
"Railroad brake, signal, and switch operators",2,–,–,–,–,–
Railroad conductors and yardmasters,52,2.4,66.7,24.0,3.1,5.4
"Subway, streetcar, and other rail transportation workers",9,–,–,–,–,–
Sailors and marine oilers,19,–,–,–,–,–
Ship and boat captains and operators,45,–,–,–,–,–
Ship engineers,5,–,–,–,–,–
Bridge and lock tenders,0,–,–,–,–,–
Parking lot attendants,83,14.8,72.6,19.3,5.7,31.0
Automotive and watercraft service attendants,88,18.4,68.9,12.1,13.7,14.5
Transportation inspectors,42,–,–,–,–,–
"Transportation attendants, except flight attendants",43,–,–,–,–,–
Other transportation workers,38,–,–,–,–,–
Conveyor operators and tenders,2,–,–,–,–,–
Crane and tower operators,63,5.2,90.1,6.3,0.0,10.6
"Dredge, excavating, and loading machine operators",28,–,–,–,–,–
Hoist and winch operators,9,–,–,–,–,–
Industrial truck and tractor operators,571,8.7,69.0,25.8,1.7,31.4
Cleaners of vehicles and equipment,344,16.0,76.1,19.4,1.4,34.8
"Laborers and freight, stock, and material movers, hand","2,235",21.5,72.4,19.8,2.7,23.1
Machine feeders and offbearers,24,–,–,–,–,–
"Packers and packagers, hand",628,54.8,69.2,19.0,7.7,41.5
Pumping station operators,16,–,–,–,–,–
Refuse and recyclable material collectors,99,7.6,74.0,18.2,3.6,29.7
Mine shuttle car operators,2,–,–,–,–,–
"Tank car, truck, and ship loaders",6,–,–,–,–,–
"Material moving workers, all other",41,–,–,–,–,–
,,,,,,
"NOTE: Estimates for the above race groups (White, Black or African American, and Asian) do not sum to totals because data are not presented for all races. Persons whose ethnicity is identified as Hispanic or Latino may be of any race. Updated population controls are introduced annually with the release of January data. Dash indicates no data or data that do not meet publication criteria (values not shown where base is less than 50,000).",,,,,,
